Player,Tm,Pos,Age,FantasyPoints,G,GS,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,Tgt,Rec,Int,Fumbles,FumblesLost
Tom Brady,NWE,QB,30.0,390.04,16.0,16.0,4806.0,50.0,578.0,98.0,2.0,37.0,0.0,0.0,0.0,0.0,8.0,6.0,4.0
LaDainian Tomlinson,SDG,RB,28.0,367.58,16.0,16.0,17.0,1.0,1.0,1474.0,15.0,315.0,475.0,3.0,86.0,60.0,0.0,0.0,0.0
Randy Moss,NWE,WR,30.0,385.3,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1493.0,23.0,160.0,98.0,0.0,0.0,0.0
Brian Westbrook,PHI,RB,28.0,368.4,15.0,15.0,0.0,0.0,0.0,1333.0,7.0,278.0,771.0,5.0,118.0,90.0,0.0,2.0,2.0
Adrian Peterson,MIN,RB,22.0,251.9,14.0,9.0,0.0,0.0,0.0,1341.0,12.0,238.0,268.0,1.0,28.0,19.0,0.0,4.0,3.0
Terrell Owens,DAL,WR,34.0,307.0,15.0,15.0,0.0,0.0,0.0,5.0,0.0,1.0,1355.0,15.0,141.0,81.0,0.0,0.0,0.0
Braylon Edwards,CLE,WR,24.0,300.9,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1289.0,16.0,154.0,80.0,0.0,3.0,2.0
Clinton Portis,WAS,RB,26.0,272.7,16.0,16.0,15.0,1.0,1.0,1262.0,11.0,325.0,389.0,0.0,60.0,47.0,0.0,6.0,5.0
Joseph Addai,IND,RB,24.0,274.6,15.0,15.0,0.0,0.0,0.0,1072.0,12.0,261.0,364.0,3.0,48.0,41.0,0.0,0.0,0.0
Reggie Wayne,IND,WR,29.0,309.4,16.0,16.0,0.0,0.0,0.0,4.0,0.0,1.0,1510.0,10.0,156.0,104.0,0.0,3.0,3.0
Jamal Lewis,CLE,RB,28.0,247.2,15.0,15.0,0.0,0.0,0.0,1304.0,9.0,298.0,248.0,2.0,39.0,30.0,0.0,4.0,2.0
Tony Romo,DAL,QB,27.0,295.34,16.0,16.0,4211.0,36.0,520.0,129.0,2.0,31.0,0.0,0.0,0.0,0.0,19.0,10.0,2.0
Larry Fitzgerald,ARI,WR,24.0,294.9,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1409.0,10.0,167.0,100.0,0.0,3.0,3.0
Jason Witten,DAL,TE,25.0,250.5,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1145.0,7.0,141.0,96.0,0.0,1.0,1.0
Chad Johnson,CIN,WR,29.0,287.7,16.0,16.0,0.0,0.0,0.0,47.0,0.0,6.0,1440.0,8.0,161.0,93.0,0.0,2.0,1.0
Antonio Gates,SDG,TE,27.0,227.4,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,9.0,117.0,75.0,0.0,0.0,0.0
Tony Gonzalez,KAN,TE,31.0,246.2,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1172.0,5.0,153.0,99.0,0.0,0.0,0.0
T.J. Houshmandzadeh,CIN,WR,30.0,297.7,16.0,15.0,0.0,0.0,0.0,14.0,0.0,5.0,1143.0,12.0,169.0,112.0,0.0,2.0,1.0
Marion Barber,DAL,RB,24.0,241.7,16.0,0.0,0.0,0.0,0.0,975.0,10.0,204.0,282.0,2.0,54.0,44.0,0.0,3.0,0.0
Kellen Winslow,CLE,TE,24.0,220.6,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1106.0,5.0,148.0,82.0,0.0,2.0,1.0
Marques Colston,NOR,WR,24.0,282.2,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1202.0,11.0,143.0,98.0,0.0,1.0,1.0
Peyton Manning,IND,QB,31.0,273.1,16.0,16.0,4040.0,31.0,515.0,-5.0,3.0,20.0,0.0,0.0,0.0,0.0,14.0,6.0,1.0
