Player,Tm,Pos,Age,FantasyPoints,G,GS,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,Tgt,Rec,Int,Fumbles,FumblesLost
Jerry Rice,SFO,WR,31.0,345.2,16.0,16.0,0.0,0.0,0.0,69.0,1.0,3.0,1503.0,15.0,153.0,98.0,0.0,3.0,0.0
Emmitt Smith,DAL,RB,24.0,299.0,14.0,13.0,0.0,0.0,0.0,1486.0,9.0,283.0,414.0,1.0,65.0,57.0,0.0,4.0,0.0
Steve Young,SFO,QB,32.0,283.81999999999994,16.0,16.0,4023.0,29.0,462.0,407.0,2.0,69.0,2.0,0.0,2.0,2.0,16.0,8.0,0.0
Andre Rison,ATL,WR,26.0,296.2,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1242.0,15.0,165.0,86.0,0.0,2.0,0.0
Shannon Sharpe,DEN,TE,25.0,232.5,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,995.0,9.0,110.0,81.0,0.0,1.0,0.0
Jerome Bettis,RAM,RB,21.0,227.3,16.0,12.0,0.0,0.0,0.0,1429.0,7.0,294.0,244.0,0.0,34.0,26.0,0.0,4.0,0.0
Thurman Thomas,BUF,RB,27.0,242.2,16.0,16.0,0.0,0.0,1.0,1315.0,6.0,355.0,387.0,0.0,71.0,48.0,0.0,6.0,0.0
Sterling Sharpe,GNB,WR,28.0,304.24,16.0,16.0,1.0,0.0,1.0,8.0,0.0,4.0,1274.0,11.0,189.0,112.0,0.0,1.0,0.0
John Elway,DEN,QB,33.0,240.5,16.0,16.0,4030.0,25.0,551.0,153.0,0.0,44.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0
Ricky Watters,SFO,RB,24.0,214.6,13.0,13.0,0.0,0.0,0.0,950.0,10.0,208.0,326.0,1.0,45.0,31.0,0.0,5.0,0.0
Marcus Allen,KAN,RB,33.0,216.2,16.0,10.0,0.0,0.0,0.0,764.0,12.0,206.0,238.0,3.0,46.0,34.0,0.0,4.0,0.0
Michael Irvin,DAL,WR,27.0,263.6,16.0,16.0,0.0,0.0,0.0,6.0,0.0,2.0,1330.0,7.0,143.0,88.0,0.0,0.0,0.0
Eric Green,PIT,TE,26.0,181.2,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,942.0,5.0,113.0,63.0,0.0,3.0,0.0
Leonard Russell,NWE,RB,24.0,193.3,16.0,15.0,0.0,0.0,0.0,1088.0,7.0,300.0,245.0,0.0,37.0,26.0,0.0,4.0,0.0
Gary Brown,HOU,RB,24.0,185.2,16.0,8.0,0.0,0.0,0.0,1002.0,6.0,195.0,240.0,2.0,30.0,21.0,0.0,4.0,0.0
Ben Coates,NWE,TE,24.0,166.9,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,659.0,8.0,93.0,53.0,0.0,0.0,0.0
Johnny Johnson,NYJ,RB,25.0,227.2,15.0,9.0,0.0,0.0,0.0,821.0,3.0,198.0,641.0,1.0,83.0,67.0,0.0,5.0,0.0
Cris Carter,MIN,WR,28.0,247.1,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1071.0,9.0,143.0,86.0,0.0,0.0,0.0
Tim Brown,RAI,WR,27.0,238.7,16.0,16.0,0.0,0.0,0.0,7.0,0.0,2.0,1180.0,7.0,127.0,80.0,0.0,1.0,0.0
