Player,Tm,Pos,Age,FantasyPoints,G,GS,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,Tgt,Rec,Int,Fumbles,FumblesLost
Ahmad Rashad,MIN,WR,29.0,186.9,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,769.0,8.0,,66.0,0.0,2.0,0.0
Nat Moore,MIA,WR,27.0,170.2,16.0,15.0,0.0,0.0,0.0,-3.0,0.0,4.0,645.0,10.0,,48.0,0.0,1.0,0.0
David Sims,SEA,RB,23.0,207.3,12.0,9.0,15.0,0.0,1.0,752.0,14.0,174.0,195.0,1.0,,30.0,0.0,4.0,0.0
Tony Hill,DAL,WR,22.0,164.0,16.0,16.0,0.0,0.0,1.0,17.0,0.0,3.0,823.0,6.0,,46.0,0.0,1.0,0.0
James Lofton,GNB,WR,22.0,161.10000000000002,16.0,16.0,0.0,0.0,2.0,13.0,0.0,3.0,818.0,6.0,,46.0,0.0,2.0,0.0
Ozzie Newsome,CLE,TE,22.0,128.5,16.0,16.0,0.0,0.0,0.0,96.0,2.0,13.0,589.0,2.0,,38.0,0.0,1.0,0.0
Roland Harper,CHI,RB,25.0,218.2,16.0,16.0,0.0,0.0,1.0,992.0,6.0,240.0,340.0,2.0,,43.0,1.0,2.0,0.0
Frank Lewis,BUF,WR,31.0,156.5,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,735.0,7.0,,41.0,0.0,0.0,0.0
David Hill,DET,TE,24.0,139.5,16.0,16.0,0.0,0.0,0.0,12.0,0.0,3.0,633.0,4.0,,53.0,0.0,1.0,0.0
Stanley Morgan,NWE,WR,23.0,135.1,16.0,16.0,0.0,0.0,0.0,11.0,0.0,2.0,820.0,5.0,,34.0,0.0,6.0,0.0
Kevin Long,NYJ,RB,23.0,193.8,16.0,16.0,0.0,0.0,0.0,954.0,10.0,214.0,204.0,0.0,,26.0,0.0,4.0,0.0
Pat Tilley,STL,WR,25.0,171.2,16.0,16.0,0.0,0.0,0.0,32.0,0.0,1.0,900.0,3.0,,62.0,0.0,1.0,0.0
Harold Jackson,NWE,WR,32.0,148.0,16.0,13.0,0.0,0.0,0.0,7.0,0.0,1.0,743.0,6.0,,37.0,0.0,0.0,0.0
Jim Hart,STL,QB,34.0,155.94,15.0,15.0,3121.0,16.0,477.0,11.0,2.0,11.0,0.0,0.0,,0.0,18.0,5.0,0.0
Terry Miller,BUF,RB,22.0,178.6,16.0,16.0,0.0,0.0,0.0,1060.0,7.0,238.0,246.0,0.0,,22.0,0.0,8.0,0.0
Franco Harris,PIT,RB,28.0,184.6,16.0,16.0,0.0,0.0,1.0,1082.0,8.0,310.0,144.0,0.0,,22.0,0.0,4.0,0.0
Willie Miller,RAM,WR,31.0,154.0,16.0,14.0,0.0,0.0,0.0,-7.0,0.0,1.0,767.0,5.0,,50.0,0.0,1.0,0.0
James Scott,CHI,WR,26.0,145.9,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,5.0,,42.0,0.0,1.0,0.0
Jean Fugett,WAS,TE,27.0,103.7,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,7.0,,25.0,0.0,0.0,0.0
Russ Francis,NWE,TE,25.0,115.3,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,543.0,4.0,,39.0,0.0,1.0,0.0
Haven Moses,DEN,WR,32.0,139.4,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,5.0,,37.0,0.0,1.0,0.0
Mel Gray,STL,WR,30.0,148.2,13.0,12.0,0.0,0.0,0.0,51.0,1.0,5.0,871.0,1.0,,44.0,0.0,0.0,0.0
Tony Galbreath,NOR,RB,24.0,225.7,16.0,16.0,0.0,0.0,0.0,635.0,5.0,186.0,582.0,2.0,,74.0,0.0,6.0,0.0
Pat Haden,RAM,QB,25.0,140.4,16.0,16.0,2995.0,13.0,444.0,206.0,0.0,33.0,0.0,0.0,,0.0,19.0,7.0,0.0
Ron Jessie,RAM,WR,30.0,148.2,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,752.0,4.0,,49.0,0.0,0.0,0.0
Roger Carr,BAL,WR,26.0,128.9,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,629.0,6.0,,30.0,0.0,0.0,0.0
Lydell Mitchell,SDG,RB,29.0,215.0,16.0,11.0,0.0,0.0,0.0,820.0,3.0,214.0,500.0,2.0,,57.0,0.0,2.0,0.0
Reuben Gant,BUF,TE,26.0,104.2,16.0,16.0,0.0,0.0,0.0,14.0,0.0,1.0,408.0,5.0,,34.0,0.0,1.0,0.0
John Riggins,WAS,RB,29.0,178.3,15.0,15.0,0.0,0.0,0.0,1014.0,5.0,248.0,299.0,0.0,,31.0,0.0,7.0,0.0
Mike Barber,HOU,TE,25.0,94.7,16.0,16.0,0.0,0.0,0.0,14.0,0.0,2.0,513.0,3.0,,32.0,0.0,4.0,0.0
Sherman Smith,SEA,RB,24.0,181.1,12.0,12.0,0.0,0.0,0.0,805.0,6.0,165.0,366.0,1.0,,28.0,0.0,3.0,0.0
Don Bass,CIN,TE,22.0,93.3,16.0,8.0,0.0,0.0,0.0,-4.0,0.0,1.0,447.0,4.0,,27.0,0.0,1.0,0.0
Morris Owens,TAM,WR,25.0,124.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,5.0,,32.0,0.0,1.0,0.0
Chuck Foreman,MIN,RB,28.0,201.5,14.0,14.0,0.0,0.0,0.0,749.0,5.0,237.0,396.0,2.0,,61.0,0.0,8.0,0.0
Dexter Bussey,DET,RB,26.0,168.9,16.0,16.0,0.0,0.0,0.0,924.0,5.0,225.0,275.0,1.0,,31.0,0.0,9.0,0.0
Drew Pearson,DAL,WR,27.0,136.3,16.0,16.0,0.0,0.0,0.0,29.0,0.0,3.0,714.0,3.0,,44.0,0.0,0.0,0.0
Isaac Curtis,CIN,WR,28.0,134.79999999999998,16.0,16.0,0.0,0.0,0.0,1.0,0.0,1.0,737.0,3.0,,47.0,0.0,2.0,0.0
Sam Cunningham,NWE,RB,28.0,177.5,16.0,14.0,0.0,0.0,0.0,768.0,8.0,199.0,297.0,0.0,,31.0,0.0,4.0,0.0
Joe Theismann,WAS,QB,29.0,127.41999999999999,16.0,14.0,2593.0,13.0,390.0,177.0,1.0,37.0,0.0,0.0,,0.0,18.0,8.0,0.0
Bob Chandler,BUF,WR,29.0,130.1,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,5.0,,44.0,0.0,1.0,0.0
Greg Pruitt,CLE,RB,27.0,165.2,12.0,12.0,0.0,0.0,3.0,960.0,3.0,176.0,292.0,2.0,,38.0,2.0,12.0,0.0
Joe Washington,BAL,RB,25.0,171.5,16.0,12.0,80.0,2.0,4.0,956.0,0.0,240.0,377.0,1.0,,45.0,0.0,12.0,0.0
Derrick Gaffney,NYJ,WR,23.0,124.89999999999999,16.0,16.0,0.0,0.0,0.0,-2.0,0.0,2.0,691.0,3.0,,38.0,0.0,0.0,0.0
Wallace Francis,ATL,WR,27.0,131.4,16.0,16.0,0.0,0.0,0.0,-11.0,0.0,2.0,695.0,3.0,,45.0,0.0,0.0,0.0
Ike Harris,NOR,WR,26.0,123.2,15.0,15.0,0.0,0.0,1.0,22.0,0.0,2.0,590.0,4.0,,40.0,0.0,1.0,0.0
Rickey Young,MIN,RB,25.0,224.10000000000002,16.0,16.0,0.0,0.0,0.0,417.0,1.0,134.0,704.0,5.0,,88.0,0.0,6.0,0.0
Horace Ivory,NWE,RB,24.0,151.5,15.0,3.0,0.0,0.0,0.0,693.0,11.0,141.0,122.0,0.0,,14.0,0.0,5.0,0.0
John McDaniel,WAS,WR,27.0,116.2,15.0,11.0,0.0,0.0,0.0,25.0,0.0,2.0,577.0,4.0,,34.0,0.0,1.0,0.0
Andre Tillman,MIA,TE,26.0,88.8,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,3.0,,31.0,0.0,0.0,0.0
Ron Jaworski,PHI,QB,27.0,125.38000000000002,16.0,16.0,2487.0,16.0,398.0,79.0,0.0,30.0,0.0,0.0,,0.0,16.0,7.0,0.0
Pete Johnson,CIN,RB,24.0,164.8,16.0,10.0,0.0,0.0,0.0,762.0,7.0,180.0,236.0,0.0,,31.0,0.0,4.0,0.0
Horace King,DET,RB,25.0,183.6,15.0,15.0,0.0,0.0,0.0,660.0,4.0,155.0,396.0,2.0,,48.0,0.0,3.0,0.0
Gary Danielson,DET,QB,27.0,129.06,16.0,11.0,2294.0,18.0,351.0,93.0,0.0,22.0,0.0,0.0,,0.0,17.0,5.0,0.0
Robert Newhouse,DAL,RB,28.0,154.0,13.0,12.0,0.0,0.0,0.0,584.0,8.0,140.0,176.0,2.0,,20.0,0.0,1.0,0.0
Dan Pastorini,HOU,QB,29.0,120.02000000000001,16.0,16.0,2473.0,16.0,368.0,11.0,0.0,18.0,0.0,0.0,,0.0,17.0,5.0,0.0
Joe Ferguson,BUF,QB,28.0,117.44,16.0,16.0,2136.0,16.0,330.0,76.0,0.0,27.0,-6.0,0.0,,1.0,15.0,5.0,0.0
John Cappelletti,RAM,RB,26.0,155.6,14.0,14.0,0.0,0.0,0.0,604.0,3.0,174.0,382.0,1.0,,41.0,0.0,4.0,0.0
Steve Bartkowski,ATL,QB,26.0,107.56,14.0,13.0,2489.0,10.0,369.0,60.0,2.0,33.0,0.0,0.0,,0.0,18.0,7.0,0.0
Ken Stabler,OAK,QB,33.0,103.75999999999999,16.0,16.0,2944.0,16.0,406.0,0.0,0.0,4.0,0.0,0.0,,0.0,30.0,9.0,0.0
Mike Thomas,WAS,RB,25.0,143.0,13.0,13.0,0.0,0.0,0.0,533.0,3.0,161.0,387.0,2.0,,35.0,0.0,7.0,0.0
Chuck Muncie,NOR,RB,25.0,133.0,13.0,11.0,0.0,0.0,1.0,557.0,7.0,160.0,233.0,0.0,,26.0,0.0,7.0,0.0
Arthur Whittington,OAK,RB,23.0,137.7,16.0,9.0,0.0,0.0,0.0,661.0,7.0,172.0,106.0,0.0,,23.0,0.0,2.0,0.0
Jim Otis,STL,RB,30.0,118.2,15.0,9.0,0.0,0.0,0.0,664.0,8.0,197.0,38.0,0.0,,8.0,0.0,4.0,0.0
Ricky Bell,TAM,RB,23.0,129.10000000000002,12.0,9.0,0.0,0.0,0.0,679.0,6.0,185.0,122.0,0.0,,15.0,0.0,1.0,0.0
Rocky Bleier,PIT,RB,32.0,121.1,16.0,16.0,0.0,0.0,0.0,633.0,5.0,165.0,168.0,1.0,,17.0,0.0,6.0,0.0
Cullen Bryant,RAM,RB,27.0,123.39999999999999,16.0,9.0,0.0,0.0,0.0,658.0,7.0,178.0,76.0,0.0,,8.0,0.0,0.0,0.0
Bubba Bean,ATL,RB,24.0,130.6,15.0,15.0,0.0,0.0,1.0,707.0,3.0,193.0,209.0,1.0,,31.0,1.0,7.0,0.0
Ted McKnight,KAN,RB,24.0,123.0,16.0,14.0,0.0,0.0,0.0,627.0,6.0,104.0,83.0,1.0,,14.0,0.0,2.0,0.0
Andy Johnson,NWE,RB,26.0,130.2,15.0,13.0,0.0,0.0,2.0,675.0,3.0,147.0,267.0,0.0,,26.0,0.0,4.0,0.0
Ken Anderson,CIN,QB,29.0,91.46,12.0,12.0,2219.0,10.0,319.0,167.0,1.0,29.0,0.0,0.0,,0.0,22.0,8.0,0.0
Scott Dierking,NYJ,RB,23.0,122.3,15.0,13.0,0.0,0.0,1.0,681.0,4.0,170.0,152.0,0.0,,19.0,0.0,2.0,0.0
Mike Hogan,PHI,RB,24.0,128.1,14.0,12.0,0.0,0.0,0.0,607.0,4.0,145.0,164.0,1.0,,31.0,0.0,5.0,0.0
Craig Morton,DEN,QB,35.0,95.17999999999999,14.0,13.0,1802.0,11.0,267.0,71.0,0.0,17.0,0.0,0.0,,0.0,8.0,6.0,0.0
Paul Hofer,SFO,RB,26.0,109.5,16.0,6.0,0.0,0.0,0.0,465.0,7.0,121.0,170.0,0.0,,12.0,0.0,4.0,0.0
Arnold Morgado,KAN,RB,26.0,109.0,16.0,9.0,0.0,0.0,0.0,593.0,7.0,160.0,47.0,0.0,,7.0,0.0,2.0,0.0
Barty Smith,GNB,RB,26.0,133.3,16.0,16.0,0.0,0.0,0.0,567.0,4.0,154.0,256.0,0.0,,37.0,0.0,5.0,0.0
Wayne Morris,STL,RB,24.0,135.9,13.0,13.0,0.0,0.0,0.0,631.0,1.0,174.0,298.0,1.0,,33.0,0.0,1.0,0.0
Calvin Hill,CLE,RB,31.0,125.30000000000001,12.0,1.0,0.0,0.0,0.0,289.0,1.0,80.0,334.0,6.0,,25.0,0.0,2.0,0.0
Matt Robinson,NYJ,QB,23.0,90.37999999999998,16.0,11.0,2002.0,13.0,266.0,23.0,0.0,28.0,0.0,0.0,,0.0,16.0,6.0,0.0
David Whitehurst,GNB,QB,23.0,86.42,16.0,16.0,2093.0,10.0,328.0,67.0,1.0,28.0,0.0,0.0,,0.0,17.0,8.0,0.0
Archie Griffin,CIN,RB,24.0,122.64000000000001,16.0,8.0,21.0,1.0,3.0,484.0,0.0,132.0,284.0,3.0,,35.0,0.0,6.0,0.0
Haskel Stanback,ATL,RB,26.0,101.6,15.0,15.0,0.0,0.0,0.0,588.0,5.0,188.0,108.0,0.0,,12.0,0.0,5.0,0.0
Joe Pisarcik,NYG,QB,26.0,94.64,15.0,12.0,2096.0,12.0,301.0,68.0,1.0,17.0,0.0,0.0,,0.0,23.0,2.0,0.0
Don Woods,SDG,RB,27.0,122.9,16.0,7.0,0.0,0.0,0.0,514.0,3.0,151.0,295.0,0.0,,34.0,0.0,5.0,0.0
Doug Kotar,NYG,RB,27.0,117.0,15.0,5.0,0.0,0.0,0.0,625.0,1.0,149.0,225.0,1.0,,22.0,0.0,1.0,0.0
Mike Pruitt,CLE,RB,24.0,111.2,16.0,9.0,0.0,0.0,0.0,560.0,5.0,135.0,112.0,0.0,,20.0,0.0,3.0,0.0
Curtis Brown,BUF,RB,24.0,100.1,15.0,10.0,0.0,0.0,0.0,591.0,4.0,128.0,130.0,0.0,,18.0,0.0,7.0,0.0
Bob Griese,MIA,QB,33.0,88.64,11.0,9.0,1791.0,11.0,235.0,10.0,0.0,9.0,0.0,0.0,,0.0,11.0,3.0,0.0
O.J. Simpson,SFO,RB,31.0,105.5,10.0,10.0,0.0,0.0,0.0,593.0,1.0,161.0,172.0,2.0,,21.0,0.0,5.0,0.0
Hank Bauer,SDG,RB,24.0,98.2,16.0,4.0,0.0,0.0,0.0,304.0,8.0,85.0,78.0,1.0,,10.0,0.0,2.0,0.0
Bobby Hammond,NYG,RB,26.0,102.69999999999999,14.0,11.0,0.0,0.0,0.0,554.0,1.0,131.0,173.0,2.0,,20.0,0.0,4.0,0.0
Jon Keyworth,DEN,RB,28.0,102.0,16.0,16.0,0.0,0.0,0.0,444.0,3.0,112.0,166.0,1.0,,21.0,0.0,2.0,0.0
Leroy Harris,MIA,RB,24.0,99.30000000000001,15.0,11.0,0.0,0.0,0.0,512.0,2.0,123.0,211.0,0.0,,25.0,0.0,5.0,0.0
Duriel Harris,MIA,WR,24.0,128.4,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,654.0,3.0,,45.0,0.0,0.0,0.0
Dave Logan,CLE,WR,24.0,119.5,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,585.0,4.0,,37.0,0.0,0.0,0.0
Bill Troup,BAL,QB,27.0,67.78,12.0,11.0,1882.0,10.0,296.0,25.0,1.0,18.0,0.0,0.0,,0.0,21.0,7.0,0.0
Lonnie Perrin,DEN,RB,26.0,86.9,16.0,0.0,0.0,0.0,0.0,455.0,4.0,108.0,54.0,1.0,,10.0,0.0,2.0,0.0
Rob Carpenter,HOU,RB,23.0,96.8,11.0,2.0,0.0,0.0,0.0,348.0,5.0,82.0,150.0,0.0,,17.0,0.0,0.0,0.0
Billy Ryckman,ATL,WR,23.0,116.9,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,679.0,2.0,,45.0,0.0,4.0,0.0
Cliff Branch,OAK,WR,30.0,121.9,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,1.0,,49.0,0.0,2.0,0.0
Bob Avellini,CHI,QB,25.0,64.12,13.0,12.0,1718.0,5.0,264.0,54.0,2.0,34.0,0.0,0.0,,0.0,16.0,5.0,0.0
Larry Csonka,NYG,RB,32.0,79.4,14.0,12.0,0.0,0.0,0.0,311.0,6.0,91.0,73.0,0.0,,7.0,0.0,1.0,0.0
Jim Robinson,NYG,WR,25.0,104.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,2.0,,32.0,0.0,1.0,0.0
Freddie Scott,DET,WR,26.0,108.7,16.0,13.0,0.0,0.0,0.0,53.0,0.0,4.0,564.0,2.0,,37.0,0.0,1.0,0.0
Ken Burrough,HOU,WR,30.0,120.30000000000001,16.0,16.0,0.0,0.0,1.0,-11.0,0.0,3.0,624.0,2.0,,47.0,0.0,0.0,0.0
Steve Jones,STL,RB,27.0,89.9,16.0,9.0,0.0,0.0,0.0,392.0,2.0,105.0,217.0,0.0,,27.0,0.0,5.0,0.0
Dave Stief,STL,WR,22.0,96.62,15.0,3.0,43.0,0.0,1.0,-8.0,0.0,1.0,477.0,4.0,,24.0,0.0,0.0,0.0
Freddie Solomon,SFO,WR,25.0,93.19999999999999,16.0,15.0,85.0,0.0,10.0,70.0,1.0,14.0,458.0,2.0,,31.0,1.0,5.0,0.0
Gary Davis,MIA,RB,24.0,89.1,14.0,1.0,0.0,0.0,0.0,313.0,3.0,62.0,218.0,0.0,,24.0,0.0,3.0,0.0
Sam McCullum,SEA,WR,26.0,107.5,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,3.0,,37.0,0.0,0.0,0.0
Don Strock,MIA,QB,28.0,63.3,16.0,7.0,825.0,12.0,135.0,23.0,0.0,10.0,0.0,0.0,,0.0,6.0,4.0,0.0
Danny Buggs,WAS,WR,25.0,105.5,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,2.0,,36.0,0.0,0.0,0.0
Don McCauley,BAL,RB,29.0,100.3,15.0,1.0,0.0,0.0,0.0,107.0,5.0,44.0,296.0,0.0,,34.0,0.0,2.0,0.0
Johnny Perkins,NYG,WR,25.0,101.7,14.0,13.0,0.0,0.0,0.0,3.0,0.0,1.0,514.0,3.0,,32.0,0.0,0.0,0.0
Morris Bradshaw,OAK,WR,26.0,105.7,16.0,14.0,0.0,0.0,0.0,5.0,0.0,1.0,552.0,2.0,,40.0,0.0,1.0,0.0
Mike Livingston,KAN,QB,33.0,51.81999999999999,14.0,14.0,1573.0,5.0,290.0,49.0,1.0,23.0,0.0,0.0,,0.0,13.0,8.0,0.0
Mike Strachan,NOR,RB,25.0,71.9,15.0,5.0,0.0,0.0,1.0,388.0,4.0,108.0,51.0,0.0,,10.0,0.0,3.0,0.0
Charlie Joiner,SDG,WR,31.0,95.7,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0,1.0,,33.0,0.0,2.0,0.0
Aundra Thompson,GNB,WR,25.0,91.2,16.0,16.0,0.0,0.0,0.0,25.0,0.0,4.0,527.0,2.0,,26.0,0.0,1.0,0.0
Doug Williams,TAM,QB,23.0,57.099999999999994,10.0,10.0,1170.0,7.0,194.0,23.0,1.0,27.0,0.0,0.0,,0.0,8.0,5.0,0.0
Scott Laidlaw,DAL,RB,25.0,66.0,16.0,4.0,0.0,0.0,0.0,312.0,3.0,75.0,108.0,1.0,,6.0,0.0,3.0,0.0
Rich Caster,HOU,WR,30.0,82.8,14.0,7.0,0.0,0.0,0.0,32.0,0.0,5.0,316.0,5.0,,20.0,0.0,1.0,0.0
Bob Ferrell,SFO,RB,26.0,71.4,16.0,8.0,0.0,0.0,0.0,471.0,1.0,125.0,123.0,0.0,,16.0,0.0,5.0,0.0
Roland Hooks,BUF,RB,25.0,75.8,16.0,0.0,0.0,0.0,0.0,358.0,2.0,76.0,110.0,1.0,,15.0,0.0,2.0,0.0
Alfred Jackson,ATL,WR,23.0,84.6,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.0,2.0,,26.0,0.0,3.0,0.0
Al Hunter,SEA,RB,23.0,70.0,16.0,5.0,0.0,0.0,0.0,348.0,2.0,105.0,172.0,0.0,,12.0,0.0,3.0,0.0
Billy Brooks,CIN,WR,25.0,92.6,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,2.0,,30.0,0.0,0.0,0.0
Preston Pearson,DAL,RB,33.0,110.0,16.0,1.0,0.0,0.0,0.0,104.0,0.0,25.0,526.0,0.0,,47.0,0.0,0.0,0.0
Roosevelt Leaks,BAL,RB,25.0,64.7,12.0,12.0,0.0,0.0,0.0,266.0,2.0,83.0,111.0,2.0,,9.0,0.0,3.0,0.0
Lawrence McCutcheon,RAM,RB,28.0,65.6,8.0,7.0,0.0,0.0,1.0,420.0,0.0,118.0,76.0,2.0,,12.0,0.0,4.0,0.0
Robert Miller,MIN,RB,25.0,80.3,15.0,2.0,0.0,0.0,0.0,213.0,3.0,70.0,230.0,0.0,,22.0,0.0,2.0,0.0
Dave Preston,DEN,RB,23.0,77.5,16.0,0.0,0.0,0.0,0.0,296.0,1.0,66.0,199.0,1.0,,24.0,0.0,4.0,0.0
Otis Armstrong,DEN,RB,28.0,69.9,16.0,9.0,0.0,0.0,0.0,381.0,1.0,112.0,98.0,1.0,,12.0,0.0,1.0,0.0
Wes Chandler,NOR,WR,22.0,93.2,16.0,5.0,0.0,0.0,0.0,10.0,0.0,2.0,472.0,2.0,,35.0,0.0,1.0,0.0
Jimmy DuBose,TAM,RB,24.0,59.099999999999994,6.0,5.0,0.0,0.0,0.0,358.0,4.0,93.0,3.0,0.0,,1.0,0.0,1.0,0.0
Ron Lee,BAL,RB,25.0,67.3,15.0,4.0,0.0,0.0,0.0,374.0,1.0,81.0,109.0,1.0,,13.0,0.0,3.0,0.0
Greg Boykin,SFO,RB,25.0,72.3,16.0,8.0,0.0,0.0,0.0,361.0,2.0,102.0,112.0,0.0,,19.0,0.0,3.0,0.0
Steve DeBerg,SFO,QB,24.0,40.8,12.0,11.0,1570.0,8.0,302.0,20.0,1.0,15.0,0.0,0.0,,0.0,22.0,9.0,0.0
Larry Canada,DEN,RB,24.0,62.2,16.0,0.0,0.0,0.0,0.0,365.0,3.0,79.0,37.0,0.0,,6.0,0.0,1.0,0.0
Tim Wilson,HOU,RB,24.0,63.2,16.0,13.0,0.0,0.0,0.0,431.0,0.0,126.0,91.0,1.0,,15.0,0.0,5.0,0.0
Jerome Barkum,NYJ,TE,28.0,85.1,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,3.0,,28.0,0.0,0.0,0.0
Glenn Doughty,BAL,WR,31.0,79.9,15.0,15.0,0.0,0.0,0.0,-1.0,0.0,1.0,390.0,3.0,,25.0,0.0,1.0,0.0
