Player,Tm,Pos,Age,FantasyPoints,G,GS,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,Tgt,Rec,Int,Fumbles,FumblesLost
Gary Garrison,SDG,WR,31.0,85.8,14.0,14.0,0.0,0.0,0.0,30.0,0.0,3.0,438.0,2.0,,27.0,0.0,0.0,0.0
Steve Odom,GNB,WR,23.0,70.4,14.0,8.0,0.0,0.0,0.0,55.0,0.0,5.0,299.0,4.0,,15.0,0.0,2.0,0.0
Charley Young,DAL,RB,23.0,74.9,12.0,2.0,0.0,0.0,0.0,225.0,2.0,50.0,184.0,1.0,,18.0,0.0,1.0,0.0
Eddie Bell,NYJ,WR,29.0,78.4,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,4.0,,20.0,0.0,0.0,0.0
Po James,PHI,RB,26.0,86.30000000000001,14.0,0.0,0.0,0.0,0.0,196.0,1.0,43.0,267.0,1.0,,32.0,0.0,2.0,0.0
Rod McNeill,NOR,RB,24.0,64.4,14.0,3.0,0.0,0.0,0.0,206.0,2.0,61.0,138.0,2.0,,18.0,0.0,6.0,0.0
Len Dawson,KAN,QB,40.0,48.5,12.0,5.0,1095.0,5.0,140.0,7.0,0.0,5.0,0.0,0.0,,0.0,4.0,4.0,0.0
Jeff Kinney,KAN,RB,26.0,76.19999999999999,13.0,6.0,0.0,0.0,0.0,304.0,2.0,85.0,148.0,0.0,,21.0,0.0,1.0,0.0
Jerry Smith,WAS,TE,32.0,88.1,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,3.0,,31.0,0.0,0.0,0.0
Mike Adamle,CHI,RB,26.0,61.68000000000001,14.0,7.0,57.0,0.0,2.0,353.0,1.0,94.0,111.0,0.0,,15.0,0.0,4.0,0.0
Tom Mitchell,SFO,TE,31.0,75.6,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,3.0,,25.0,0.0,2.0,0.0
Mike Phipps,CLE,QB,28.0,40.959999999999994,14.0,11.0,1749.0,4.0,313.0,70.0,0.0,18.0,0.0,0.0,,0.0,19.0,7.0,0.0
Freddie Solomon,MIA,WR,22.0,72.60000000000001,14.0,5.0,0.0,0.0,0.0,87.0,0.0,4.0,339.0,2.0,,22.0,0.0,2.0,0.0
Sammy Johnson,SFO,RB,23.0,71.2,14.0,0.0,0.0,0.0,2.0,185.0,3.0,55.0,177.0,0.0,,23.0,0.0,3.0,0.0
Darryl Stingley,NWE,WR,24.0,70.7,14.0,14.0,0.0,0.0,0.0,39.0,0.0,6.0,378.0,2.0,,21.0,0.0,2.0,0.0
Bob Tucker,NYG,TE,30.0,85.9,14.0,14.0,0.0,0.0,0.0,-5.0,0.0,1.0,484.0,1.0,,34.0,0.0,1.0,0.0
Don Woods,SDG,RB,24.0,64.8,5.0,5.0,0.0,0.0,0.0,317.0,2.0,87.0,101.0,0.0,,13.0,0.0,1.0,0.0
Larry Watkins,NYG,RB,29.0,57.6,14.0,2.0,0.0,0.0,0.0,303.0,3.0,68.0,43.0,0.0,,7.0,0.0,1.0,0.0
John Cappelletti,RAM,RB,23.0,47.8,13.0,0.0,0.0,0.0,0.0,158.0,6.0,48.0,0.0,0.0,,0.0,0.0,2.0,0.0
Wallace Francis,ATL,WR,24.0,61.2,14.0,3.0,0.0,0.0,0.0,12.0,0.0,2.0,270.0,4.0,,13.0,0.0,2.0,0.0
Rich McGeorge,GNB,TE,27.0,81.8,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0,1.0,,32.0,0.0,1.0,0.0
Marv Hubbard,OAK,RB,29.0,56.5,7.0,6.0,0.0,0.0,0.0,294.0,2.0,60.0,81.0,0.0,,7.0,0.0,0.0,0.0
Earl Thomas,STL,WR,27.0,70.5,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,2.0,,21.0,0.0,0.0,0.0
John Fuqua,PIT,RB,29.0,65.1,14.0,3.0,0.0,0.0,0.0,285.0,1.0,74.0,146.0,0.0,,18.0,0.0,1.0,0.0
Bob Grim,CHI,WR,30.0,77.4,14.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,374.0,2.0,,28.0,0.0,0.0,0.0
