Player,Tm,Pos,Age,FantasyPoints,G,GS,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,Tgt,Rec,Int,Fumbles,FumblesLost
Billy Sims,DET,RB,25.0,315.4,16.0,16.0,0.0,0.0,0.0,1303.0,13.0,313.0,621.0,3.0,,51.0,0.0,12.0,0.0
Earl Campbell,HOU,RB,25.0,285.38,15.0,15.0,57.0,1.0,2.0,1934.0,13.0,373.0,47.0,0.0,,11.0,0.0,4.0,0.0
John Jefferson,SDG,WR,24.0,295.6,16.0,16.0,0.0,0.0,0.0,16.0,0.0,1.0,1340.0,13.0,,82.0,0.0,0.0,0.0
Kellen Winslow,SDG,TE,23.0,268.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1290.0,9.0,,89.0,0.0,2.0,0.0
Joe Cribbs,BUF,RB,22.0,252.51999999999998,16.0,16.0,13.0,0.0,1.0,1185.0,11.0,306.0,415.0,1.0,,52.0,0.0,16.0,0.0
Walter Payton,CHI,RB,26.0,260.7,16.0,16.0,0.0,0.0,3.0,1460.0,6.0,317.0,367.0,1.0,,46.0,0.0,5.0,0.0
Ottis Anderson,STL,RB,23.0,246.0,16.0,16.0,0.0,0.0,0.0,1352.0,9.0,301.0,308.0,0.0,,36.0,0.0,5.0,0.0
Ted Brown,MIN,RB,23.0,263.5,16.0,16.0,0.0,0.0,0.0,912.0,8.0,219.0,623.0,2.0,,62.0,0.0,6.0,0.0
Tony Dorsett,DAL,RB,26.0,228.8,15.0,15.0,0.0,0.0,1.0,1185.0,11.0,278.0,263.0,0.0,,34.0,0.0,8.0,0.0
Dan Fouts,SDG,QB,29.0,252.10000000000002,16.0,16.0,4715.0,30.0,589.0,15.0,2.0,23.0,0.0,0.0,,0.0,24.0,11.0,0.0
William Andrews,ATL,RB,25.0,245.39999999999998,16.0,16.0,0.0,0.0,0.0,1308.0,4.0,265.0,456.0,1.0,,51.0,0.0,6.0,0.0
Brian Sipe,CLE,QB,31.0,262.78,16.0,16.0,4132.0,30.0,554.0,55.0,1.0,20.0,0.0,0.0,,0.0,14.0,3.0,0.0
Mike Pruitt,CLE,RB,26.0,231.5,16.0,16.0,0.0,0.0,0.0,1034.0,6.0,249.0,471.0,0.0,,63.0,0.0,9.0,0.0
Tony Hill,DAL,WR,24.0,216.2,16.0,13.0,0.0,0.0,0.0,27.0,0.0,4.0,1055.0,8.0,,60.0,0.0,0.0,0.0
Earl Cooper,SFO,RB,23.0,249.7,16.0,16.0,0.0,0.0,0.0,720.0,5.0,171.0,567.0,4.0,,83.0,0.0,8.0,0.0
Steve Bartkowski,ATL,QB,28.0,237.26,16.0,16.0,3544.0,31.0,463.0,35.0,2.0,25.0,0.0,0.0,,0.0,16.0,6.0,0.0
Wilbert Montgomery,PHI,RB,26.0,222.5,12.0,12.0,0.0,0.0,1.0,778.0,8.0,193.0,407.0,2.0,,50.0,0.0,3.0,0.0
Curtis Dickey,BAL,RB,24.0,197.4,15.0,5.0,0.0,0.0,0.0,800.0,11.0,176.0,204.0,2.0,,25.0,0.0,3.0,0.0
Doug Williams,TAM,QB,25.0,230.84,16.0,16.0,3396.0,20.0,521.0,370.0,4.0,58.0,0.0,0.0,,0.0,16.0,7.0,0.0
