Player,Tm,Pos,Age,FantasyPoints,G,GS,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,Tgt,Rec,Int,Fumbles,FumblesLost
Walter Payton,CHI,RB,25.0,311.46,16.0,16.0,54.0,1.0,1.0,1610.0,14.0,369.0,313.0,2.0,,31.0,0.0,7.0,0.0
Earl Campbell,HOU,RB,24.0,293.1,16.0,16.0,0.0,0.0,0.0,1697.0,19.0,368.0,94.0,0.0,,16.0,0.0,8.0,0.0
Wilbert Montgomery,PHI,RB,25.0,297.6,16.0,16.0,0.0,0.0,0.0,1512.0,9.0,338.0,494.0,5.0,,41.0,0.0,14.0,0.0
Ottis Anderson,STL,RB,22.0,272.3,16.0,16.0,0.0,0.0,1.0,1605.0,8.0,331.0,308.0,2.0,,41.0,0.0,10.0,0.0
Mike Pruitt,CLE,RB,25.0,261.6,16.0,16.0,0.0,0.0,0.0,1294.0,9.0,264.0,372.0,2.0,,41.0,0.0,6.0,0.0
Steve Largent,SEA,WR,25.0,243.7,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1237.0,9.0,,66.0,0.0,0.0,0.0
Stanley Morgan,NWE,WR,24.0,218.1,16.0,16.0,0.0,0.0,0.0,39.0,0.0,7.0,1002.0,12.0,,44.0,0.0,1.0,0.0
Chuck Muncie,NOR,RB,26.0,246.2,16.0,15.0,40.0,1.0,2.0,1198.0,11.0,238.0,308.0,0.0,,40.0,0.0,8.0,0.0
Steve Grogan,NWE,QB,26.0,228.24,16.0,16.0,3286.0,28.0,423.0,368.0,2.0,64.0,0.0,0.0,,0.0,20.0,12.0,0.0
Franco Harris,PIT,RB,29.0,233.7,15.0,15.0,0.0,0.0,0.0,1186.0,11.0,267.0,291.0,1.0,,36.0,0.0,11.0,0.0
Sherman Smith,SEA,RB,25.0,263.84000000000003,16.0,15.0,11.0,0.0,1.0,775.0,11.0,194.0,499.0,4.0,,48.0,0.0,1.0,0.0
Ahmad Rashad,MIN,WR,30.0,245.6,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1156.0,9.0,,80.0,0.0,2.0,0.0
Roger Staubach,DAL,QB,37.0,230.64,16.0,16.0,3586.0,27.0,461.0,172.0,0.0,37.0,0.0,0.0,,0.0,11.0,8.0,0.0
John Jefferson,SDG,WR,23.0,230.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1090.0,10.0,,61.0,0.0,0.0,0.0
Tony Hill,DAL,WR,23.0,226.0,16.0,15.0,0.0,0.0,0.0,18.0,0.0,2.0,1062.0,10.0,,60.0,0.0,1.0,0.0
John Stallworth,PIT,WR,27.0,228.3,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1183.0,8.0,,70.0,0.0,4.0,0.0
Brian Sipe,CLE,QB,30.0,221.52000000000004,16.0,16.0,3793.0,28.0,535.0,178.0,2.0,45.0,0.0,0.0,,0.0,26.0,10.0,0.0
Ozzie Newsome,CLE,TE,23.0,187.7,16.0,16.0,0.0,0.0,0.0,6.0,0.0,1.0,781.0,9.0,,55.0,0.0,0.0,0.0
