Player,Tm,Pos,Age,FantasyPoints,G,GS,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,Tgt,Rec,Int,Fumbles,FumblesLost
Fred Willis,2TM,RB,25.0,125.44,13.0,12.0,16.0,0.0,4.0,461.0,0.0,134.0,297.0,2.0,,45.0,1.0,3.0,0.0
Don Nottingham,BAL,RB,23.0,96.7,14.0,11.0,0.0,0.0,0.0,466.0,3.0,123.0,191.0,0.0,,25.0,0.0,6.0,0.0
Jim Harrison,CHI,RB,24.0,77.2,14.0,14.0,0.0,0.0,0.0,622.0,2.0,167.0,30.0,1.0,,8.0,0.0,7.0,0.0
Clarence Davis,OAK,RB,23.0,80.5,11.0,0.0,0.0,0.0,0.0,363.0,6.0,71.0,82.0,0.0,,8.0,0.0,4.0,0.0
John Reaves,PHI,QB,22.0,71.22,11.0,7.0,1508.0,7.0,224.0,109.0,1.0,18.0,0.0,0.0,,0.0,12.0,5.0,0.0
Charlie Evans,NYG,RB,24.0,93.9,8.0,8.0,0.0,0.0,0.0,317.0,4.0,91.0,182.0,1.0,,26.0,0.0,6.0,0.0
Po James,PHI,RB,23.0,86.1,14.0,14.0,0.0,0.0,0.0,565.0,0.0,182.0,156.0,1.0,,20.0,0.0,6.0,0.0
Ken Willard,SFO,RB,29.0,95.6,14.0,11.0,0.0,0.0,0.0,345.0,4.0,100.0,131.0,1.0,,24.0,0.0,3.0,0.0
Bob Gresham,NOR,RB,24.0,94.30000000000001,14.0,9.0,0.0,0.0,1.0,381.0,3.0,121.0,192.0,0.0,,29.0,0.0,5.0,0.0
Paul Robinson,2TM,RB,28.0,88.1,12.0,7.0,0.0,0.0,0.0,449.0,3.0,107.0,112.0,0.0,,14.0,0.0,0.0,0.0
Bob Thomas,RAM,RB,24.0,79.8,14.0,5.0,0.0,0.0,0.0,433.0,3.0,77.0,95.0,0.0,,11.0,0.0,1.0,0.0
Bobby Anderson,DEN,RB,25.0,88.96000000000001,9.0,9.0,14.0,1.0,3.0,319.0,1.0,72.0,215.0,1.0,,23.0,0.0,2.0,0.0
Walker Gillette,STL,WR,25.0,98.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,2.0,,33.0,0.0,1.0,0.0
Ron Jessie,DET,WR,24.0,86.4,14.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,424.0,4.0,,24.0,0.0,2.0,0.0
Haven Moses,2TM,WR,26.0,83.5,13.0,6.0,0.0,0.0,0.0,11.0,0.0,2.0,284.0,6.0,,18.0,0.0,0.0,0.0
Rich Houston,NYG,WR,27.0,89.8,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0,3.0,,27.0,0.0,1.0,0.0
Larry Smith,RAM,RB,25.0,77.2,12.0,3.0,0.0,0.0,0.0,276.0,2.0,60.0,186.0,1.0,,15.0,0.0,1.0,0.0
John Brodie,SFO,QB,37.0,63.0,6.0,5.0,905.0,9.0,110.0,8.0,1.0,3.0,0.0,0.0,,0.0,8.0,0.0,0.0
Don Maynard,NYJ,WR,37.0,92.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,2.0,,29.0,0.0,0.0,0.0
Joe Dawkins,DEN,RB,24.0,72.5,14.0,5.0,0.0,0.0,0.0,243.0,2.0,56.0,242.0,0.0,,18.0,0.0,3.0,0.0
Dave Osborn,MIN,RB,29.0,74.7,14.0,5.0,0.0,0.0,0.0,261.0,2.0,82.0,166.0,1.0,,20.0,0.0,3.0,0.0
Bill Butler,NOR,RB,22.0,76.9,14.0,9.0,0.0,0.0,0.0,233.0,0.0,54.0,226.0,2.0,,25.0,0.0,3.0,0.0
Ben Hawkins,PHI,WR,28.0,87.2,14.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,512.0,1.0,,30.0,0.0,0.0,0.0
Charlie Joiner,2TM,WR,25.0,77.30000000000001,12.0,10.0,0.0,0.0,0.0,14.0,0.0,3.0,439.0,2.0,,24.0,0.0,2.0,0.0
Fair Hooker,CLE,WR,25.0,88.1,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,2.0,,32.0,0.0,0.0,0.0
Lance Rentzel,RAM,WR,29.0,80.6,14.0,14.0,0.0,0.0,0.0,71.0,1.0,7.0,365.0,1.0,,27.0,0.0,1.0,0.0
Marlin Briscoe,MIA,WR,27.0,70.78,10.0,3.0,72.0,0.0,3.0,0.0,0.0,0.0,279.0,4.0,,16.0,0.0,0.0,0.0
Charlie Sanders,DET,TE,26.0,78.6,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0,2.0,,27.0,0.0,1.0,0.0
Howard Twilley,MIA,WR,29.0,74.4,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,3.0,,20.0,0.0,0.0,0.0
Mel Farr,DET,RB,28.0,62.8,10.0,4.0,0.0,0.0,0.0,216.0,3.0,62.0,132.0,0.0,,10.0,0.0,0.0,0.0
Don Shy,CHI,RB,27.0,51.1,13.0,7.0,0.0,0.0,0.0,342.0,1.0,91.0,109.0,0.0,,10.0,0.0,5.0,0.0
Dave Williams,SDG,WR,27.0,64.9,12.0,6.0,0.0,0.0,0.0,14.0,0.0,1.0,315.0,3.0,,14.0,0.0,0.0,0.0
Ed Marinaro,MIN,RB,22.0,70.1,10.0,6.0,0.0,0.0,0.0,223.0,0.0,66.0,218.0,1.0,,28.0,0.0,4.0,0.0
Steve Ramsey,DEN,QB,24.0,39.5,9.0,5.0,1050.0,3.0,137.0,15.0,2.0,6.0,0.0,0.0,,0.0,9.0,5.0,0.0
Johnny Unitas,BAL,QB,39.0,43.94,8.0,5.0,1111.0,4.0,157.0,15.0,0.0,3.0,0.0,0.0,,0.0,6.0,3.0,0.0
George Farmer,CHI,WR,24.0,62.7,14.0,14.0,0.0,0.0,0.0,-13.0,0.0,2.0,380.0,2.0,,14.0,0.0,0.0,0.0
Cyril Pinder,CHI,RB,26.0,42.3,13.0,7.0,0.0,0.0,0.0,300.0,3.0,87.0,13.0,0.0,,1.0,0.0,4.0,0.0
Randy Vataha,NWE,WR,24.0,73.9,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,2.0,,25.0,0.0,0.0,0.0
Lydell Mitchell,BAL,RB,23.0,60.2,11.0,1.0,0.0,0.0,0.0,215.0,1.0,45.0,147.0,1.0,,18.0,0.0,3.0,0.0
Willie Frazier,KAN,TE,30.0,60.2,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,5.0,,13.0,0.0,0.0,0.0
Jim Hart,STL,QB,28.0,39.980000000000004,6.0,3.0,857.0,5.0,119.0,17.0,0.0,9.0,0.0,0.0,,0.0,5.0,3.0,0.0
Jimmy Thomas,SFO,RB,25.0,54.8,14.0,1.0,0.0,0.0,0.0,250.0,1.0,52.0,148.0,0.0,,15.0,0.0,3.0,0.0
Virgil Carter,CIN,QB,27.0,40.86,10.0,1.0,579.0,3.0,82.0,57.0,2.0,12.0,0.0,0.0,,0.0,4.0,2.0,0.0
Mike Livingston,KAN,QB,27.0,44.5,5.0,2.0,480.0,7.0,78.0,133.0,0.0,14.0,0.0,0.0,,0.0,8.0,0.0,0.0
Riley Odoms,DEN,TE,22.0,64.2,14.0,0.0,0.0,0.0,0.0,72.0,0.0,5.0,320.0,1.0,,21.0,0.0,1.0,0.0
Mike Adamle,KAN,RB,23.0,52.900000000000006,14.0,4.0,0.0,0.0,0.0,303.0,1.0,73.0,76.0,0.0,,15.0,0.0,3.0,0.0
Tony Baker,PHI,RB,27.0,55.6,13.0,6.0,0.0,0.0,0.0,322.0,0.0,90.0,114.0,0.0,,16.0,0.0,2.0,0.0
Bob Windsor,NWE,TE,30.0,74.89999999999999,14.0,14.0,0.0,0.0,0.0,-4.0,0.0,1.0,383.0,1.0,,33.0,0.0,1.0,0.0
Brian Dowling,NWE,QB,25.0,42.82,14.0,0.0,383.0,2.0,54.0,35.0,3.0,7.0,0.0,0.0,,0.0,1.0,0.0,0.0
Jerome Barkum,NYJ,TE,22.0,56.4,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,2.0,,16.0,0.0,1.0,0.0
Bob Griese,MIA,QB,27.0,40.62,6.0,5.0,638.0,4.0,97.0,11.0,1.0,3.0,0.0,0.0,,0.0,4.0,0.0,0.0
Harold Carmichael,PHI,WR,23.0,57.6,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,2.0,,20.0,0.0,1.0,0.0
Wes Chesson,ATL,WR,23.0,57.8,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,1.0,,18.0,0.0,0.0,0.0
Otto Stowe,MIA,WR,23.0,52.6,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,2.0,,13.0,0.0,0.0,0.0
Pete Liske,PHI,QB,30.0,32.92,14.0,7.0,973.0,3.0,138.0,20.0,0.0,7.0,0.0,0.0,,0.0,7.0,3.0,0.0
Cliff McClain,NYJ,RB,25.0,35.3,13.0,4.0,0.0,0.0,1.0,305.0,0.0,59.0,88.0,0.0,,6.0,0.0,5.0,0.0
Jim O'Brien,BAL,WR,25.0,50.199999999999996,14.0,8.0,0.0,0.0,0.0,9.0,0.0,3.0,263.0,2.0,,11.0,0.0,0.0,0.0
Carroll Dale,GNB,WR,34.0,53.7,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,1.0,,16.0,0.0,0.0,0.0
Bob Klein,RAM,TE,25.0,65.3,14.0,13.0,0.0,0.0,0.0,-7.0,0.0,1.0,330.0,1.0,,29.0,0.0,1.0,0.0
Tom Matte,BAL,RB,33.0,47.900000000000006,6.0,4.0,0.0,0.0,0.0,137.0,0.0,33.0,182.0,1.0,,14.0,0.0,2.0,0.0
Gene Washington,MIN,WR,28.0,55.9,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,2.0,,18.0,0.0,0.0,0.0
Fran Lynch,DEN,RB,27.0,38.9,14.0,0.0,0.0,0.0,0.0,164.0,2.0,34.0,75.0,0.0,,7.0,0.0,2.0,0.0
